INT983,571959,12,12340890,0,0,0
INT198,51895,921358,6863653,0,0,0
INT893,0,54,6597386,0,0,0
INT3016,137322,641457,3955088,0,0,0
INT1319,0,892589,3307001,0,0,0
INT128,0,3392035,402110,0,0,0
INT894,0,0,3485460,0,0,0
INT2492,0,1797579,1620151,0,0,0
